studyYear	programDbId	programName	programDescription	studyDbId	studyName	studyDescription	studyDesign	plotWidth	plotLength	fieldSize	fieldTrialIsPlannedToBeGenotyped	fieldTrialIsPlannedToCross	plantingDate	harvestDate	locationDbId	locationName	germplasmDbId	germplasmName	germplasmSynonyms	observationLevel	observationUnitDbId	observationUnitName	replicate	blockNumber	plotNumber	rowNumber	colNumber	entryType	plantNumber	plantedSeedlotStockDbId	plantedSeedlotStockUniquename	plantedSeedlotCurrentCount	plantedSeedlotCurrentWeightGram	plantedSeedlotBoxName	plantedSeedlotTransactionCount	plantedSeedlotTransactionWeight	plantedSeedlotTransactionDescription	availableGermplasmSeedlotUniquenames	cass sink leaf|3-phosphoglyceric acid|ug/g|week 16|COMP:0000013	cass sink leaf|ADP alpha-D-glucoside|ug/g|week 16|COMP:0000011	cass sink leaf|ADP|ug/g|week 16|COMP:0000010	cass source leaf|3-phosphoglyceric acid|ug/g|week 16|COMP:0000002	cass source leaf|ADP alpha-D-glucoside|ug/g|week 16|COMP:0000007	cass source leaf|ADP|ug/g|week 16|COMP:0000003	cass storage root|3-phosphoglyceric acid|ug/g|week 16|COMP:0000006	cass storage root|ADP alpha-D-glucoside|ug/g|week 16|COMP:0000004	cass storage root|ADP|ug/g|week 16|COMP:0000005	cass upper stem|3-phosphoglyceric acid|ug/g|week 16|COMP:0000012	cass upper stem|ADP alpha-D-glucoside|ug/g|week 16|COMP:0000008	cass upper stem|ADP|ug/g|week 16|COMP:0000009	dry matter content percentage|CO_334:0000092	fresh root weight|CO_334:0000012	fresh shoot weight measurement in kg|CO_334:0000016	harvest index variable|CO_334:0000015	notes
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38936	UG120065		plot	39692	KASESE_TP2013_1602	2	24	43432			test																							16.3	0.15	4.5		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39199	UG130082		plot	39492	KASESE_TP2013_1604	2	24	43434			test																							31.3	5.38	15		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38890	UG120013		plot	39512	KASESE_TP2013_1605	2	24	43435			test																							24.3	8.44	7.5		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39207	UG130091		plot	39404	KASESE_TP2013_1606	2	24	43436			test																							33.7	7.88	12.7		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39117	UG120289		plot	39315	KASESE_TP2013_1607	2	24	43437			test																							31.8	7.61	25		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39124	UG120298		plot	39883	KASESE_TP2013_1608	2	24	43438			test																							30.3	9.77	11.5		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39236	UG130122		plot	39313	KASESE_TP2013_1609	2	25	43439			test																							30.5	8.62	10		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39014	UG120164		plot	39475	KASESE_TP2013_1610	2	25	43440			test																									3.5		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38939	UG120069		plot	39624	KASESE_TP2013_1611	2	25	43441			test																							30.9	14.81	25		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38916	UG120039		plot	39560	KASESE_TP2013_1612	2	25	43442			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39159	UG130032		plot	39850	KASESE_TP2013_1613	2	25	43443			test																							20.6	6.75	14		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38969	UG120102		plot	39720	KASESE_TP2013_1614	2	25	43444			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39113	UG120284		plot	39869	KASESE_TP2013_1615	2	26	43445			test																							20.8	0.5	4		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39128	UG120303		plot	39454	KASESE_TP2013_1616	2	26	43446			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39004	UG120152		plot	39934	KASESE_TP2013_1617	2	26	43447			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39193	UG130074		plot	39262	KASESE_TP2013_1618	2	26	43448			test																							19	8.04	18		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39054	UG120210		plot	39757	KASESE_TP2013_1619	2	26	43449			test																							29	2.1	1.5		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39020	UG120171		plot	39482	KASESE_TP2013_1620	2	26	43450			test																							16.3	0.2	1		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38990	UG120134		plot	39880	KASESE_TP2013_1621	2	26	43451			test																									3		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39051	UG120206		plot	39321	KASESE_TP2013_1622	2	27	43452			test																									3		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38948	UG120079		plot	39725	KASESE_TP2013_1623	2	27	43453			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39245	UG130136		plot	39805	KASESE_TP2013_1624	2	27	43454			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38938	UG120067		plot	39647	KASESE_TP2013_1625	2	27	43455			test																									3.5		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38966	UG120099		plot	39528	KASESE_TP2013_1626	2	27	43456			test																							29.6	5.1	10.5		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38907	UG120030		plot	39440	KASESE_TP2013_1627	2	27	43457			test																							24.1	1.03	3.5		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38951	UG120082		plot	39413	KASESE_TP2013_1628	2	27	43458			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38986	UG120127		plot	39306	KASESE_TP2013_1629	2	28	43459			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39003	UG120151		plot	39676	KASESE_TP2013_1630	2	28	43460			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39107	UG120276		plot	39473	KASESE_TP2013_1631	2	28	43461			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38955	UG120087		plot	39345	KASESE_TP2013_1632	2	28	43462			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38953	UG120085		plot	39941	KASESE_TP2013_1633	2	28	43463			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39047	UG120199		plot	39838	KASESE_TP2013_1634	2	28	43464			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39021	UG120172		plot	39756	KASESE_TP2013_1635	2	28	43465			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39174	UG130050		plot	39641	KASESE_TP2013_1636	2	29	43466			test																							30.4	4.68	12.5		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38983	UG120122		plot	39686	KASESE_TP2013_1637	2	29	43467			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38950	UG120081		plot	39367	KASESE_TP2013_1638	2	29	43468			test																							21.9	0.94	1		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39005	UG120153		plot	39279	KASESE_TP2013_1639	2	29	43469			test																							28.3	6.62	7		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38962	UG120095		plot	39575	KASESE_TP2013_1640	2	29	43470			test																							26.4	0.52	0.5		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39184	UG130063		plot	39696	KASESE_TP2013_1641	2	29	43471			test																							18.3	0.4	1		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39251	UG130145		plot	39807	KASESE_TP2013_1642	2	29	43472			test																							26.8	2.84	6.5		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39098	UG120265		plot	39868	KASESE_TP2013_1643	2	30	43473			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38888	UG120011		plot	39644	KASESE_TP2013_1644	2	31	43479			test																							23.4	3.84	10.5		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39069	UG120228		plot	39531	KASESE_TP2013_1645	2	31	43480			test																							25.6	5.78	13.5		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39213	UG130097		plot	39420	KASESE_TP2013_1646	2	31	43481			test																							26.4	8.96	18.5		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39053	UG120208		plot	39331	KASESE_TP2013_1647	2	31	43482			test																							31.6	7.38	6.5		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38883	UG120006		plot	39505	KASESE_TP2013_1648	2	31	43483			test																							26.5	21.89	17		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39154	UG130026		plot	39902	KASESE_TP2013_1649	2	31	43484			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39101	UG120268		plot	39820	KASESE_TP2013_1650	2	31	43485			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39183	UG130062		plot	39384	KASESE_TP2013_1651	2	32	43486			test																							20	0.9	3		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39137	UG130006		plot	39316	KASESE_TP2013_1652	2	32	43487			test																							30.4	18.86	25		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39209	UG130093		plot	39487	KASESE_TP2013_1653	2	32	43488			test																							27.1	2.5	9		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38937	UG120066		plot	39409	KASESE_TP2013_1654	2	32	43489			test																									8		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39145	UG130017		plot	39458	KASESE_TP2013_1655	2	32	43490			test																							18.6	0.04	3.5		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39100	UG120267		plot	39363	KASESE_TP2013_1656	2	32	43491			test																							30.4	2.16	5		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38896	UG120019		plot	39271	KASESE_TP2013_1657	2	32	43492			test																							19	1.24	9.5		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39182	UG130061		plot	39933	KASESE_TP2013_1658	2	33	43493			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38927	UG120055		plot	39366	KASESE_TP2013_1659	2	33	43494			test																							26.5	0.69	1		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39186	UG130066		plot	39267	KASESE_TP2013_1660	2	33	43495			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39007	UG120156		plot	39596	KASESE_TP2013_1661	2	33	43496			test																							24.3	6.13	10		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39225	UG130109		plot	39503	KASESE_TP2013_1662	2	33	43497			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39018	UG120169		plot	39525	KASESE_TP2013_1663	2	33	43498			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39239	UG130125		plot	39776	KASESE_TP2013_1664	2	33	43499			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38998	UG120145		plot	39716	KASESE_TP2013_1666	2	34	43501			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38898	UG120021		plot	39634	KASESE_TP2013_1667	2	34	43502			test																							22.1	0.3	2.5		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38989	UG120133		plot	39721	KASESE_TP2013_1668	2	34	43503			test																							34.1	6.89	8.5		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39010	UG120160		plot	39425	KASESE_TP2013_1669	2	34	43504			test																							35.2	3.87	5		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38977	UG120113		plot	39529	KASESE_TP2013_1670	2	34	43505			test																							29.2	10.43	37.5		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38901	UG120024		plot	39260	KASESE_TP2013_1671	2	34	43506			test																							31.5	6.98	13		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39019	UG120170		plot	39309	KASESE_TP2013_1672	2	35	43507			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39120	UG120292		plot	39369	KASESE_TP2013_1673	2	36	43513			test																							33	3.59	7		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38892	UG120015		plot	39571	KASESE_TP2013_1674	2	36	43514			test																							25.9	3.85	4		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39122	UG120296		plot	39600	KASESE_TP2013_1675	2	36	43515			test																							22.6	5.87	5.5		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38991	UG120135		plot	39469	KASESE_TP2013_1676	2	36	43516			test																							23.8	10.14	19		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39024	UG120175		plot	39362	KASESE_TP2013_1677	2	36	43517			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39219	UG130103		plot	39274	KASESE_TP2013_1678	2	36	43518			test																							34	3.57	5		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38992	UG120137		plot	39785	KASESE_TP2013_1679	2	36	43519			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38949	UG120080		plot	39590	KASESE_TP2013_1682	2	37	43522			test																							28.3	0.69	3		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38881	UG120004		plot	39813	KASESE_TP2013_1683	2	37	43523			test																							17.3	10.62	8		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39167	UG130042		plot	39715	KASESE_TP2013_1684	2	37	43524			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39096	UG120262		plot	39286	KASESE_TP2013_1685	2	37	43525			test																							19.8	5.07	8		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39168	UG130043		plot	39343	KASESE_TP2013_1686	2	37	43526			test																							32.8	1.56	2		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38889	UG120012		plot	39773	KASESE_TP2013_1687	2	38	43527			test																							21.8	6.03	8		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39009	UG120158		plot	39479	KASESE_TP2013_1688	2	38	43528			test																							30.9	3.28	6		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39106	UG120274		plot	39474	KASESE_TP2013_1689	2	38	43529			test																							29.4	1.87	7		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39059	UG120218		plot	39521	KASESE_TP2013_1690	2	38	43530			test																							18	1.21	3		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39094	UG120260		plot	39340	KASESE_TP2013_1691	2	38	43531			test																							23.2	7.55	16		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38908	UG120031		plot	39466	KASESE_TP2013_1692	2	38	43532			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39194	UG130076		plot	39876	KASESE_TP2013_1693	2	38	43533			test																							31.9	3.88	10		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39063	UG120222		plot	39303	KASESE_TP2013_1694	2	39	43534			test																							27.7	7.36	37.5		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39022	UG120173		plot	39709	KASESE_TP2013_1695	2	39	43535			test																							29.1	16.32	11		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39055	UG120211		plot	39927	KASESE_TP2013_1696	2	39	43536			test																							33.1	5.2	12		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39160	UG130033		plot	39537	KASESE_TP2013_1697	2	39	43537			test																							29.4	4.25	6		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39170	UG130045		plot	39823	KASESE_TP2013_1698	2	39	43538			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39153	UG130025		plot	39903	KASESE_TP2013_1699	2	39	43539			test																							30.2	4.31	6		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39152	UG130024		plot	39708	KASESE_TP2013_1700	2	39	43540			test																							22.2	5.31	12.5		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39028	UG120179		plot	39629	KASESE_TP2013_1701	2	40	43541			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39034	UG120186		plot	39728	KASESE_TP2013_1702	2	41	43547			test																							26.8	0.88	8		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39189	UG130069		plot	39825	KASESE_TP2013_1703	2	41	43548			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39248	UG130140		plot	39574	KASESE_TP2013_1704	2	41	43549			test																							27.8	6.85	6		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39026	UG120177		plot	39530	KASESE_TP2013_1705	2	41	43550			test																							23.3	6.36	8		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39029	UG120181		plot	39613	KASESE_TP2013_1706	2	41	43551			test																							16.3	0.7	1		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39202	UG130086		plot	39890	KASESE_TP2013_1707	2	41	43552			test																							21.1	7.4	8		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39175	UG130051		plot	39851	KASESE_TP2013_1708	2	41	43553			test																							18.6	0.41	4		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39112	UG120283		plot	39765	KASESE_TP2013_1709	2	42	43554			test																							23.7	9.06	6.5		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39125	UG120299		plot	39685	KASESE_TP2013_1710	2	42	43555			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39075	UG120235		plot	39587	KASESE_TP2013_1711	2	42	43556			test																							27.8	4.73	10		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38912	UG120035		plot	39516	KASESE_TP2013_1712	2	42	43557			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39180	UG130059		plot	39263	KASESE_TP2013_1713	2	42	43558			test																							21.1	4.72	14		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38920	UG120044		plot	39459	KASESE_TP2013_1714	2	42	43559			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39057	UG120215		plot	39824	KASESE_TP2013_1715	2	42	43560			test																							20.4	1.53	5		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38878	UG120001		plot	39353	KASESE_TP2013_1716	2	43	43561			test																							26.9	11.15	12		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38913	UG120036		plot	39424	KASESE_TP2013_1717	2	43	43562			test																							31.5	6.7	6		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38957	UG120089		plot	39763	KASESE_TP2013_1720	2	43	43565			test																							16.3	1.43	5		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38982	UG120121		plot	39843	KASESE_TP2013_1721	2	43	43566			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38974	UG120108		plot	39646	KASESE_TP2013_1722	2	43	43567			test																							29.3	3.72	10		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39066	UG120225		plot	39761	KASESE_TP2013_1723	2	44	43568			test																							22.2	2.28	3		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38929	UG120058		plot	39448	KASESE_TP2013_1724	2	44	43569			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39023	UG120174		plot	39920	KASESE_TP2013_1725	2	44	43570			test																							27.1	4.69	11		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39015	UG120165		plot	39570	KASESE_TP2013_1726	2	44	43571			test																							19.9	6.48	7		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39169	UG130044		plot	39700	KASESE_TP2013_1727	2	44	43572			test																							28.1	4.13	11		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39143	UG130012		plot	39292	KASESE_TP2013_1728	2	44	43573			test																								4.35	2.5		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39158	UG130031		plot	39550	KASESE_TP2013_1729	2	44	43574			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39037	UG120189		plot	39730	KASESE_TP2013_1730	2	45	43575			test																							28.1	12.81	19.5		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38947	UG120078		plot	39873	KASESE_TP2013_1731	2	46	43581			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39031	UG120183		plot	39615	KASESE_TP2013_1732	2	46	43582			test																							29.9	8.23	11		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39121	UG120293		plot	39633	KASESE_TP2013_1733	2	46	43583			test																							31.5	11.02	48		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38906	UG120029		plot	39714	KASESE_TP2013_1734	2	46	43584			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38935	UG120064		plot	39559	KASESE_TP2013_1735	2	46	43585			test																							28.3	16.19	25		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39025	UG120176		plot	39489	KASESE_TP2013_1736	2	46	43586			test																							17.9	2.69	6		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38902	UG120025		plot	39930	KASESE_TP2013_1737	2	46	43587			test																							30.9	5.11	4		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39104	UG120272		plot	39330	KASESE_TP2013_1738	2	47	43588			test																							28.1	0.69	3		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38985	UG120126		plot	39639	KASESE_TP2013_1739	2	47	43589			test																							16.8	1.59	5		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39192	UG130073		plot	39381	KASESE_TP2013_1740	2	47	43590			test																							31.3	3.66	3		
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38891	UG120014		plot	39916	KASESE_TP2013_1741	2	47	43591			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39111	UG120280		plot	39371	KASESE_TP2013_1742	2	47	43592			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	38944	UG120074		plot	39794	KASESE_TP2013_1743	2	47	43593			test																											
2014	134	test	test	139	Kasese solgs trial	This trial was loaded into the fixture to test solgs.	Alpha								23	test_location	39181	UG130060		plot	39891	KASESE_TP2013_1744	2	47	43594			test																											
