Child	Father	Father Id
	TMS13F1134P0016	IITA-TMS-IBA020129	39671
	TMS13F1139P0002	TMEB778	39679
	TMS13F1139P0005	TMEB778	39679
	TMS13F1139P0008	TMEB778	39679
	TMS13F1139P0014	TMEB778	39679
	TMS13F1139P0017	TMEB778	39679
	TMS13F1139P0020	TMEB778	39679
	TMS13F1139P0023	TMEB778	39679
	TMS13F1143P0001	IITA-TMS-IBA020129	166
	TMS13F1143P0004	IITA-TMS-IBA020129	166
	TMS13F1145P0002	TMEB117	665
	TMS13F1145P0005	TMEB117	665
	TMS13F1145P0008	TMEB117	665
	TMS13F1145P0014	TMEB117	665
	TMS13F1145P0017	TMEB117	665
	TMS13F1145P0020	TMEB117	665
	TMS13F1145P0026	TMEB117	665
	TMS13F1145P0029	TMEB117	665
	TMS13F1145P0032	TMEB117	665
	TMS13F1145P0035	TMEB117	665
	TMS13F1145P0038	TMEB117	665
	TMS13F1145P0041	TMEB117	665
	TMS13F1145P0044	TMEB117	665
	TMS13F1149P0003	IITA-TMS-IBA020129	1755
	TMS13F1149P0006	IITA-TMS-IBA020129	1755
	TMS13F1149P0009	IITA-TMS-IBA020129	1755
	TMS13F1149P0012	IITA-TMS-IBA020129	1755
	TMS13F1149P0015	IITA-TMS-IBA020129	1755
	TMS13F1151P0001	IITA-TMS-MOK980068	1768
	TMS13F1151P0004	IITA-TMS-MOK980068	1768
	TMS13F1151P0007	IITA-TMS-MOK980068	1768
	TMS13F1151P0010	IITA-TMS-MOK980068	1768
	TMS13F1151P0013	IITA-TMS-MOK980068	1768
	TMS13F1151P0016	IITA-TMS-MOK980068	1768
	TMS13F1151P0019	IITA-TMS-MOK980068	1768
	TMS13F1151P0022	IITA-TMS-MOK980068	1768
	TMS13F1151P0025	IITA-TMS-MOK980068	1768
	TMS13F1151P0028	IITA-TMS-MOK980068	1768
	TMS13F1151P0031	IITA-TMS-MOK980068	1768
	TMS13F1151P0034	IITA-TMS-MOK980068	1768
	TMS13F1151P0037	IITA-TMS-MOK980068	1768
	TMS13F1151P0040	IITA-TMS-MOK980068	1768
	TMS13F1151P0043	IITA-TMS-MOK980068	1768
	TMS13F1151P0046	IITA-TMS-MOK980068	1768
	TMS13F1151P0049	IITA-TMS-MOK980068	1768
	TMS13F1151P0052	IITA-TMS-MOK980068	1768
	TMS13F1151P0055	IITA-TMS-MOK980068	1768
	TMS13F1151P0064	IITA-TMS-MOK980068	1768
	TMS13F1153P0009	IITA-TMS-IBA940006	1714
	TMS13F1154P0001	IITA-TMS-IBA970425	1714
	TMS13F1154P0004	IITA-TMS-IBA970425	1714
	TMS13F1154P0007	IITA-TMS-IBA970425	1714
	TMS13F1160P0002	IITA-TMS-IBA051740	1714
	TMS13F1160P0005	IITA-TMS-IBA051740	1714
	TMS13F1160P0011	IITA-TMS-IBA051740	1714
	TMS13F1176P0006	IITA-TMS-IBA960023	9670
	TMS13F1176P0009	IITA-TMS-IBA960023	9670
	TMS13F1177P0003	IITA-TMS-IBA011371	9670
	TMS13F1177P0006	IITA-TMS-IBA011371	9670
	TMS13F1177P0009	IITA-TMS-IBA011371	9670
	TMS13F1177P0012	IITA-TMS-IBA011371	9670
	TMS13F1177P0015	IITA-TMS-IBA011371	9670
	TMS13F1184P0003	KALESO	1281
	TMS13F1184P0006	KALESO	1281
	TMS13F1184P0009	KALESO	1281
	TMS13F1184P0012	KALESO	1281
	TMS13F1194P0002	IITA-TMS-MM970806	1281
	TMS13F1194P0005	IITA-TMS-MM970806	1281
	TMS13F1194P0008	IITA-TMS-MM970806	1281
	TMS13F1194P0011	IITA-TMS-MM970806	1281
	TMS13F1194P0014	IITA-TMS-MM970806	1281
	TMS13F1194P0017	IITA-TMS-MM970806	1281
	TMS13F1195P0003	IITA-TMS-IBA971228	1281
	TMS13F1195P0006	IITA-TMS-IBA971228	1281
	TMS13F1195P0009	IITA-TMS-IBA971228	1281
	TMS13F1195P0012	IITA-TMS-IBA971228	1281
	TMS13F1195P0015	IITA-TMS-IBA971228	1281
	TMS13F1198P0002	IITA-TMS-MOK980068	1281
	TMS13F1198P0005	IITA-TMS-MOK980068	1281
	TMS13F1198P0008	IITA-TMS-MOK980068	1281
	TMS13F1202P0002	IITA-TMS-MM990268	1281
	TMS13F1202P0005	IITA-TMS-MM990268	1281
	TMS13F1202P0008	IITA-TMS-MM990268	1281
	TMS13F1202P0011	IITA-TMS-MM990268	1281
	TMS13F1202P0014	IITA-TMS-MM990268	1281
	TMS13F1202P0017	IITA-TMS-MM990268	1281
	TMS13F1202P0020	IITA-TMS-MM990268	1281
	TMS13F1202P0023	IITA-TMS-MM990268	1281
	TMS13F1202P0026	IITA-TMS-MM990268	1281
	TMS13F1202P0029	IITA-TMS-MM990268	1281
	TMS13F1202P0032	IITA-TMS-MM990268	1281
	TMS13F1202P0035	IITA-TMS-MM990268	1281
	TMS13F1202P0038	IITA-TMS-MM990268	1281
	TMS13F1202P0041	IITA-TMS-MM990268	1281
	TMS13F1202P0044	IITA-TMS-MM990268	1281
	TMS13F1202P0047	IITA-TMS-MM990268	1281
	TMS13F1202P0050	IITA-TMS-MM990268	1281
	TMS13F1202P0053	IITA-TMS-MM990268	1281
	TMS13F1203P0001	IITA-TMS-MM990477	1281
	TMS13F1203P0004	IITA-TMS-MM990477	1281
	TMS13F1203P0007	IITA-TMS-MM990477	1281
	TMS13F1203P0010	IITA-TMS-MM990477	1281
	TMS13F1203P0013	IITA-TMS-MM990477	1281
	TMS13F1203P0016	IITA-TMS-MM990477	1281
	TMS13F1203P0019	IITA-TMS-MM990477	1281
	TMS13F1203P0022	IITA-TMS-MM990477	1281
	TMS13F1203P0025	IITA-TMS-MM990477	1281
	TMS13F1203P0028	IITA-TMS-MM990477	1281
	TMS13F1203P0031	IITA-TMS-MM990477	1281
	TMS13F1203P0034	IITA-TMS-MM990477	1281
	TMS13F1203P0037	IITA-TMS-MM990477	1281
	TMS13F1203P0040	IITA-TMS-MM990477	1281
	TMS13F1203P0047	IITA-TMS-MM990477	1281
	TMS13F1203P0050	IITA-TMS-MM990477	1281
	TMS13F1204P0002	IITA-TMS-IBA993073	1281
	TMS13F1204P0005	IITA-TMS-IBA993073	1281
	TMS13F1204P0011	IITA-TMS-IBA993073	1281
	TMS13F1204P0014	IITA-TMS-IBA993073	1281
	TMS13F1204P0017	IITA-TMS-IBA993073	1281
	TMS13F1212P0005	IITA-TMS-IBA020129	1281
	TMS13F1212P0008	IITA-TMS-IBA020129	1281
	TMS13F1212P0011	IITA-TMS-IBA020129	1281
	TMS13F1212P0014	IITA-TMS-IBA020129	1281
	TMS13F1212P0017	IITA-TMS-IBA020129	1281
	TMS13F1212P0020	IITA-TMS-IBA020129	1281
	TMS13F1212P0023	IITA-TMS-IBA020129	1281
	TMS13F1212P0026	IITA-TMS-IBA020129	1281
	TMS13F1212P0029	IITA-TMS-IBA020129	1281
	TMS13F1212P0035	IITA-TMS-IBA020129	1281
	TMS13F1212P0038	IITA-TMS-IBA020129	1281
	TMS13F1212P0041	IITA-TMS-IBA020129	1281
	TMS13F1212P0044	IITA-TMS-IBA020129	1281
	TMS13F1212P0047	IITA-TMS-IBA020129	1281
	TMS13F1212P0050	IITA-TMS-IBA020129	1281
	TMS13F1212P0053	IITA-TMS-IBA020129	1281
	TMS13F1212P0056	IITA-TMS-IBA020129	1281
	TMS13F1212P0059	IITA-TMS-IBA020129	1281
	TMS13F1212P0062	IITA-TMS-IBA020129	1281
	TMS13F1212P0065	IITA-TMS-IBA020129	1281
	TMS13F1212P0068	IITA-TMS-IBA020129	1281
	TMS13F1212P0071	IITA-TMS-IBA020129	1281
	TMS13F1212P0074	IITA-TMS-IBA020129	1281
	TMS13F1212P0077	IITA-TMS-IBA020129	1281
	TMS13F1212P0080	IITA-TMS-IBA020129	1281
	TMS13F1214P0003	IITA-TMS-IBA020233	1281
	TMS13F1214P0006	IITA-TMS-IBA020233	1281
	TMS13F1214P0009	IITA-TMS-IBA020233	1281
	TMS13F1214P0012	IITA-TMS-IBA020233	1281
	TMS13F1214P0015	IITA-TMS-IBA020233	1281
	TMS13F1214P0021	IITA-TMS-IBA020233	1281
	TMS13F1214P0024	IITA-TMS-IBA020233	1281
	TMS13F1214P0027	IITA-TMS-IBA020233	1281
	TMS13F1214P0030	IITA-TMS-IBA020233	1281
	TMS13F1216P0003	IITA-TMS-IBA020540	1281
	TMS13F1216P0009	IITA-TMS-IBA020540	1281
	TMS13F1216P0012	IITA-TMS-IBA020540	1281
	TMS13F1216P0018	IITA-TMS-IBA020540	1281
	TMS13F1216P0021	IITA-TMS-IBA020540	1281
	TMS13F1216P0024	IITA-TMS-IBA020540	1281
	TMS13F1216P0027	IITA-TMS-IBA020540	1281
	TMS13F1221P0003	IITA-TMS-IBA070425	1281
	TMS13F1221P0006	IITA-TMS-IBA070425	1281
	TMS13F1221P0009	IITA-TMS-IBA070425	1281
	TMS13F1221P0012	IITA-TMS-IBA070425	1281
	TMS13F1223P0002	IITA-TMS-IBA071313	1281
	TMS13F1223P0005	IITA-TMS-IBA071313	1281
	TMS13F1223P0008	IITA-TMS-IBA071313	1281
	TMS13F1223P0011	IITA-TMS-IBA071313	1281
	TMS13F1223P0014	IITA-TMS-IBA071313	1281
	TMS13F1223P0017	IITA-TMS-IBA071313	1281
	TMS13F1223P0020	IITA-TMS-IBA071313	1281
	TMS13F1223P0023	IITA-TMS-IBA071313	1281
	TMS13F1223P0026	IITA-TMS-IBA071313	1281
	TMS13F1223P0030	IITA-TMS-IBA071313	1281
	TMS13F1223P0034	IITA-TMS-IBA071313	1281
	TMS13F1223P0037	IITA-TMS-IBA071313	1281
	TMS13F1223P0040	IITA-TMS-IBA071313	1281
	TMS13F1232P0003	IITA-TMS-IBA920429	425
	TMS13F1232P0006	IITA-TMS-IBA920429	425
	TMS13F1232P0009	IITA-TMS-IBA920429	425
	TMS13F1232P0012	IITA-TMS-IBA920429	425
	TMS13F1241P0001	IITA-TMS-IBA940006	427
	TMS13F1241P0004	IITA-TMS-IBA940006	427
	TMS13F1241P0007	IITA-TMS-IBA940006	427
	TMS13F1241P0010	IITA-TMS-IBA940006	427
	TMS13F1241P0014	IITA-TMS-IBA940006	427
	TMS13F1241P0023	IITA-TMS-IBA940006	427
	TMS13F1241P0026	IITA-TMS-IBA940006	427
	TMS13F1244P0001	IITA-TMS-IBA972205	427
	TMS13F1244P0004	IITA-TMS-IBA972205	427
	TMS13F1244P0007	IITA-TMS-IBA972205	427
	TMS13F1244P0010	IITA-TMS-IBA972205	427
	TMS13F1244P0013	IITA-TMS-IBA972205	427
	TMS13F1245P0002	IITA-TMS-IBA000211	427
	TMS13F1245P0005	IITA-TMS-IBA000211	427
	TMS13F1245P0008	IITA-TMS-IBA000211	427
	TMS13F1245P0015	IITA-TMS-IBA000211	427
	TMS13F1245P0018	IITA-TMS-IBA000211	427
	TMS13F1253P0003	IITA-TMS-IBA920429	1466
	TMS13F1253P0009	IITA-TMS-IBA920429	1466
	TMS13F1254P0003	IITA-TMS-IBA000211	1466
	TMS13F1254P0006	IITA-TMS-IBA000211	1466
	TMS13F1254P0009	IITA-TMS-IBA000211	1466
	TMS13F1254P0012	IITA-TMS-IBA000211	1466
	TMS13F1260P0003	IITA-TMS-IBA010903	603
	TMS13F1260P0006	IITA-TMS-IBA010903	603
	TMS13F1260P0009	IITA-TMS-IBA010903	603
	TMS13F1260P0012	IITA-TMS-IBA010903	603
	TMS13F1266P0001	IITA-TMS-MOK940583	4842
	TMS13F1266P0004	IITA-TMS-MOK940583	4842
	TMS13F1266P0007	IITA-TMS-MOK940583	4842
	TMS13F1266P0010	IITA-TMS-MOK940583	4842
	TMS13F1266P0013	IITA-TMS-MOK940583	4842
	TMS13F1266P0016	IITA-TMS-MOK940583	4842
	TMS13F1266P0019	IITA-TMS-MOK940583	4842
	TMS13F1273P0003	IITA-TMS-IBA030075	4842
	TMS13F1273P0006	IITA-TMS-IBA030075	4842
	TMS13F1273P0009	IITA-TMS-IBA030075	4842
	TMS13F1273P0012	IITA-TMS-IBA030075	4842
	TMS13F1273P0015	IITA-TMS-IBA030075	4842
	TMS13F1273P0018	IITA-TMS-IBA030075	4842
	TMS13F1273P0021	IITA-TMS-IBA030075	4842
	TMS13F1286P0001	IITA-TMS-IBA000211	9653
	TMS13F1286P0005	IITA-TMS-IBA000211	9653
	TMS13F1286P0008	IITA-TMS-IBA000211	9653
	TMS13F1286P0011	IITA-TMS-IBA000211	9653
	TMS13F1287P0002	IITA-TMS-IBA000355	9653
	TMS13F1287P0005	IITA-TMS-IBA000355	9653
	TMS13F1287P0008	IITA-TMS-IBA000355	9653
	TMS13F1287P0011	IITA-TMS-IBA000355	9653
	TMS13F1287P0014	IITA-TMS-IBA000355	9653
	TMS13F1287P0017	IITA-TMS-IBA000355	9653
	TMS13F1288P0001	IITA-TMS-IBA010903	9653
	TMS13F1288P0004	IITA-TMS-IBA010903	9653
	TMS13F1288P0007	IITA-TMS-IBA010903	9653
	TMS13F1288P0010	IITA-TMS-IBA010903	9653
	TMS13F1288P0013	IITA-TMS-IBA010903	9653
	TMS13F1288P0016	IITA-TMS-IBA010903	9653
	TMS13F1288P0019	IITA-TMS-IBA010903	9653
	TMS13F1288P0022	IITA-TMS-IBA010903	9653
	TMS13F1291P0003	IITA-TMS-IBA030075	9653
	TMS13F1291P0006	IITA-TMS-IBA030075	9653
	TMS13F1291P0009	IITA-TMS-IBA030075	9653
	TMS13F1291P0012	IITA-TMS-IBA030075	9653
	TMS13F1291P0015	IITA-TMS-IBA030075	9653
	TMS13F1303P0005	IITA-TMS-MOK940583	28640
	TMS13F1306P0002	IITA-TMS-IBA000355	28640
	TMS13F1306P0005	IITA-TMS-IBA000355	28640
	TMS13F1307P0003	IITA-TMS-IBA010903	28640
	TMS13F1307P0006	IITA-TMS-IBA010903	28640
	TMS13F1307P0015	IITA-TMS-IBA010903	28640
	TMS13F1307P0018	IITA-TMS-IBA010903	28640
	TMS13F1307P0021	IITA-TMS-IBA010903	28640
	TMS13F1307P0024	IITA-TMS-IBA010903	28640
	TMS13F1324P0008	IITA-TMS-IBA010046	386
	TMS13F1324P0011	IITA-TMS-IBA010046	386
	TMS13F1324P0014	IITA-TMS-IBA010046	386
	TMS13F1324P0017	IITA-TMS-IBA010046	386
	TMS13F1324P0020	IITA-TMS-IBA010046	386
	TMS13F1329P0002	TMEB419	7
	TMS13F1329P0005	TMEB419	7
	TMS13F1329P0008	TMEB419	7
	TMS13F1329P0011	TMEB419	7
	TMS13F1329P0014	TMEB419	7
	TMS13F1329P0017	TMEB419	7
	TMS13F1332P0001	IITA-TMS-IBA970290	7
	TMS13F1332P0004	IITA-TMS-IBA970290	7
	TMS13F1332P0007	IITA-TMS-IBA970290	7
	TMS13F1332P0010	IITA-TMS-IBA970290	7
	TMS13F1332P0013	IITA-TMS-IBA970290	7
	TMS13F1332P0016	IITA-TMS-IBA970290	7
	TMS13F1332P0019	IITA-TMS-IBA970290	7
	TMS13F1332P0022	IITA-TMS-IBA970290	7
	TMS13F1332P0025	IITA-TMS-IBA970290	7
	TMS13F1332P0028	IITA-TMS-IBA970290	7
	TMS13F1332P0031	IITA-TMS-IBA970290	7
	TMS13F1332P0034	IITA-TMS-IBA970290	7
	TMS13F1332P0037	IITA-TMS-IBA970290	7
	TMS13F1332P0040	IITA-TMS-IBA970290	7
	TMS13F1332P0043	IITA-TMS-IBA970290	7
	TMS13F1332P0046	IITA-TMS-IBA970290	7
	TMS13F1333P0004	IITA-TMS-IBA010046	7
	TMS13F1333P0007	IITA-TMS-IBA010046	7
	TMS13F1333P0013	IITA-TMS-IBA010046	7
	TMS13F1333P0016	IITA-TMS-IBA010046	7
	TMS13F1333P0019	IITA-TMS-IBA010046	7
	TMS13F1333P0022	IITA-TMS-IBA010046	7
	TMS13F1333P0025	IITA-TMS-IBA010046	7
	TMS13F1333P0028	IITA-TMS-IBA010046	7
	TMS13F1333P0031	IITA-TMS-IBA010046	7
	TMS13F1336P0001	IITA-TMS-IBA970290	538
	TMS13F1336P0004	IITA-TMS-IBA970290	538
	TMS13F1336P0007	IITA-TMS-IBA970290	538
	TMS13F1336P0010	IITA-TMS-IBA970290	538
	TMS13F1336P0013	IITA-TMS-IBA970290	538
	TMS13F1336P0016	IITA-TMS-IBA970290	538
	TMS13F1336P0019	IITA-TMS-IBA970290	538
	TMS13F1336P0026	IITA-TMS-IBA970290	538
	TMS13F1336P0029	IITA-TMS-IBA970290	538
	TMS13F1339P0002	IITA-TMS-IBA970290	5352
	TMS13F1339P0005	IITA-TMS-IBA970290	5352
	TMS13F1339P0008	IITA-TMS-IBA970290	5352
	TMS13F1339P0014	IITA-TMS-IBA970290	5352
	TMS13F1340P0001	IITA-TMS-IBA000017	5352
	TMS13F1340P0004	IITA-TMS-IBA000017	5352
	TMS13F1340P0007	IITA-TMS-IBA000017	5352
	TMS13F1343P0001	IITA-TMS-IBA930007	692
	TMS13F1343P0004	IITA-TMS-IBA930007	692
	TMS13F1343P0007	IITA-TMS-IBA930007	692
	TMS13F1343P0010	IITA-TMS-IBA930007	692
	TMS13F1343P0013	IITA-TMS-IBA930007	692
	TMS13F1343P0016	IITA-TMS-IBA930007	692
	TMS13F1343P0019	IITA-TMS-IBA930007	692
	TMS13F1343P0022	IITA-TMS-IBA930007	692
	TMS13F1343P0025	IITA-TMS-IBA930007	692
	TMS13F1343P0028	IITA-TMS-IBA930007	692
	TMS13F1343P0031	IITA-TMS-IBA930007	692
	TMS13F1343P0034	IITA-TMS-IBA930007	692
	TMS13F1343P0037	IITA-TMS-IBA930007	692
	TMS13F1343P0040	IITA-TMS-IBA930007	692
	TMS13F1343P0051	IITA-TMS-IBA930007	692
	TMS13F1344P0002	IITA-TMS-IBA940018	692
	TMS13F1344P0005	IITA-TMS-IBA940018	692
	TMS13F1344P0008	IITA-TMS-IBA940018	692
	TMS13F1350P0002	IITA-TMS-IBA020129	694
	TMS13F1350P0005	IITA-TMS-IBA020129	694
	TMS13F1352P0001	IITA-TMS-IBA930007	698
	TMS13F1352P0004	IITA-TMS-IBA930007	698
	TMS13F1352P0007	IITA-TMS-IBA930007	698
	TMS13F1352P0010	IITA-TMS-IBA930007	698
	TMS13F1357P0002	IITA-TMS-MOK980004	698
	TMS13F1357P0005	IITA-TMS-MOK980004	698
	TMS13F1357P0008	IITA-TMS-MOK980004	698
	TMS13F1357P0011	IITA-TMS-MOK980004	698
	TMS13F1362P0003	IITA-TMS-IBA930007	704
	TMS13F1362P0006	IITA-TMS-IBA930007	704
	TMS13F1362P0009	IITA-TMS-IBA930007	704
	TMS13F1364P0003	TMEB419	707
	TMS13F1364P0006	TMEB419	707
	TMS13F1364P0009	TMEB419	707
	TMS13F1364P0012	TMEB419	707
	TMS13F1365P0001	IITA-TMS-IBA930007	707
	TMS13F1365P0004	IITA-TMS-IBA930007	707
	TMS13F1365P0007	IITA-TMS-IBA930007	707
	TMS13F1365P0011	IITA-TMS-IBA930007	707
	TMS13F1365P0014	IITA-TMS-IBA930007	707
	TMS13F1365P0017	IITA-TMS-IBA930007	707
	TMS13F1365P0020	IITA-TMS-IBA930007	707
	TMS13F1365P0023	IITA-TMS-IBA930007	707
	TMS13F1365P0026	IITA-TMS-IBA930007	707
	TMS13F1365P0029	IITA-TMS-IBA930007	707
	TMS13F1365P0032	IITA-TMS-IBA930007	707
	TMS13F1365P0035	IITA-TMS-IBA930007	707
	TMS13F1365P0038	IITA-TMS-IBA930007	707
	TMS13F1375P0003	KALESO	9528
	TMS13F1375P0006	KALESO	9528
	TMS13F1375P0009	KALESO	9528
	TMS13F1377P0003	IITA-TMS-IBA930007	9528
	TMS13F1377P0006	IITA-TMS-IBA930007	9528
	TMS13F1377P0009	IITA-TMS-IBA930007	9528
	TMS13F1377P0012	IITA-TMS-IBA930007	9528
	TMS13F1377P0015	IITA-TMS-IBA930007	9528
	TMS13F1377P0018	IITA-TMS-IBA930007	9528
	TMS13F1377P0021	IITA-TMS-IBA930007	9528
	TMS13F1378P0003	IITA-TMS-IBA940006	9528
	TMS13F1378P0006	IITA-TMS-IBA940006	9528
	TMS13F1378P0009	IITA-TMS-IBA940006	9528
	TMS13F1378P0012	IITA-TMS-IBA940006	9528
	TMS13F1379P0003	IITA-TMS-MM990268	9528
	TMS13F1379P0006	IITA-TMS-MM990268	9528
	TMS13F1379P0009	IITA-TMS-MM990268	9528
	TMS13F1381P0003	IITA-TMS-IBA010903	9528
	TMS13F1381P0006	IITA-TMS-IBA010903	9528
	TMS13F1381P0012	IITA-TMS-IBA010903	9528
	TMS13F1383P0003	IITA-TMS-IBA940006	9530
	TMS13F1383P0006	IITA-TMS-IBA940006	9530
	TMS13F1383P0009	IITA-TMS-IBA940006	9530
	TMS13F1383P0012	IITA-TMS-IBA940006	9530
	TMS13F1387P0002	IITA-TMS-IBA051740	9528
	TMS13F1387P0005	IITA-TMS-IBA051740	9528
	TMS13F1391P0003	IITA-TMS-IBA940006	9681
	TMS13F1391P0006	IITA-TMS-IBA940006	9681
	TMS13F1391P0009	IITA-TMS-IBA940006	9681
	TMS13F1391P0012	IITA-TMS-IBA940006	9681
	TMS13F1391P0015	IITA-TMS-IBA940006	9681
	TMS13F1391P0018	IITA-TMS-IBA940006	9681
	TMS13F1391P0021	IITA-TMS-IBA940006	9681
	TMS13F1391P0024	IITA-TMS-IBA940006	9681
	TMS13F1391P0027	IITA-TMS-IBA940006	9681
	TMS13F1391P0030	IITA-TMS-IBA940006	9681
	TMS13F1391P0033	IITA-TMS-IBA940006	9681
	TMS13F1391P0036	IITA-TMS-IBA940006	9681
	TMS13F1391P0042	IITA-TMS-IBA940006	9681
	TMS13F1395P0002	IITA-TMS-IBA980002	9681
	TMS13F1401P0001	IITA-TMS-IBA930007	31183
	TMS13F1401P0004	IITA-TMS-IBA930007	31183
	TMS13F1401P0007	IITA-TMS-IBA930007	31183
	TMS13F1401P0010	IITA-TMS-IBA930007	31183
	TMS13F1401P0013	IITA-TMS-IBA930007	31183
	TMS13F1401P0016	IITA-TMS-IBA930007	31183
	TMS13F1401P0019	IITA-TMS-IBA930007	31183
	TMS13F1420P0001	IITA-TMS-MM970806	1454
	TMS13F1420P0004	IITA-TMS-MM970806	1454
	TMS13F1420P0007	IITA-TMS-MM970806	1454
	TMS13F1420P0010	IITA-TMS-MM970806	1454
	TMS13F1420P0013	IITA-TMS-MM970806	1454
	TMS13F1423P0003	IITA-TMS-IBA020129	1454
	TMS13F1423P0006	IITA-TMS-IBA020129	1454
	TMS13F1436P0003	IITA-TMS-IBA010046	713
	TMS13F1436P0009	IITA-TMS-IBA010046	713
	TMS13F1439P0002	IITA-TMS-IBA020285	713
	TMS13F1439P0005	IITA-TMS-IBA020285	713
	TMS13F1439P0008	IITA-TMS-IBA020285	713
	TMS13F1439P0011	IITA-TMS-IBA020285	713
	TMS13F1446P0001	IITA-TMS-IBA950306	566
	TMS13F1446P0004	IITA-TMS-IBA950306	566
	TMS13F1446P0007	IITA-TMS-IBA950306	566
	TMS13F1446P0010	IITA-TMS-IBA950306	566
	TMS13F1446P0013	IITA-TMS-IBA950306	566
	TMS13F1449P0003	IITA-TMS-MOK980004	566
	TMS13F1449P0006	IITA-TMS-MOK980004	566
	TMS13F1449P0009	IITA-TMS-MOK980004	566
	TMS13F1449P0012	IITA-TMS-MOK980004	566
	TMS13F1452P0003	IITA-TMS-IBA020129	566
	TMS13F1452P0006	IITA-TMS-IBA020129	566
	TMS13F1452P0009	IITA-TMS-IBA020129	566
	TMS13F1452P0012	IITA-TMS-IBA020129	566
	TMS13F1455P0002	IITA-TMS-IBA071313	566
	TMS13F1455P0005	IITA-TMS-IBA071313	566
	TMS13F1455P0008	IITA-TMS-IBA071313	566
	TMS13F1456P0002	TMEB419	1785
	TMS13F1456P0005	TMEB419	1785
	TMS13F1460P0001	IITA-TMS-IBA930134	20290
	TMS13F1465P0003	IITA-TMS-IBA070004	20290
	TMS13F1466P0001	TMEB419	15988
	TMS13F1466P0004	TMEB419	15988
	TMS13F1466P0007	TMEB419	15988
	TMS13F1466P0010	TMEB419	15988
	TMS13F1467P0001	IITA-TMS-IBA950306	15988
	TMS13F1474P0004	IITA-TMS-IBA030075	28625
	TMS13F1474P0007	IITA-TMS-IBA030075	28625
	TMS13F1474P0010	IITA-TMS-IBA030075	28625
	TMS13F2005P0003	IITA-TMS-IBA020129	24423
	TMS13F2005P0006	IITA-TMS-IBA020129	24423
	TMS13F2005P0009	IITA-TMS-IBA020129	24423
	TMS13F2053P0003	IITA-TMS-IBA071313	9664
	TMS13F2053P0006	IITA-TMS-IBA071313	9664
	TMS13F2053P0012	IITA-TMS-IBA071313	9664
	TMS13F2077P0001	IITA-TMS-IBA011797	31144
	TMS13F2077P0004	IITA-TMS-IBA011797	31144
	TMS13F2077P0008	IITA-TMS-IBA011797	31144
	TMS13F2077P0011	IITA-TMS-IBA011797	31144
	TMS13F2077P0015	IITA-TMS-IBA011797	31144
	TMS13F2077P0018	IITA-TMS-IBA011797	31144
	TMS13F2077P0027	IITA-TMS-IBA011797	31144
	TMS13F2077P0030	IITA-TMS-IBA011797	31144
	TMS13F2077P0042	IITA-TMS-IBA011797	31144
	TMS13F2077P0045	IITA-TMS-IBA011797	31144
	TMS13F2101P0002	IITA-TMS-IBA000017	31157
	TMS13F2101P0005	IITA-TMS-IBA000017	31157
	TMS13F2101P0008	IITA-TMS-IBA000017	31157
	TMS13F2101P0011	IITA-TMS-IBA000017	31157
	TMS13F2101P0014	IITA-TMS-IBA000017	31157
	TMS13F2110P0002	IITA-TMS-IBA980581	166
	TMS13F2110P0005	IITA-TMS-IBA980581	166
	TMS13F2110P0008	IITA-TMS-IBA980581	166
	TMS13F2110P0011	IITA-TMS-IBA980581	166
	TMS13F2110P0014	IITA-TMS-IBA980581	166
	TMS13F2110P0017	IITA-TMS-IBA980581	166
	TMS13F1365P0041	IITA-TMS-IBA930007	707
	TMS13F1002P0002	IITA-TMS-MOK980068	1473
	TMS13F1002P0005	IITA-TMS-MOK980068	1473
	TMS13F1002P0008	IITA-TMS-MOK980068	1473
	TMS13F1002P0011	IITA-TMS-MOK980068	1473
	TMS13F1003P0002	IITA-TMS-IBA940006	615
	TMS13F1003P0005	IITA-TMS-IBA940006	615
	TMS13F1003P0008	IITA-TMS-IBA940006	615
	TMS13F1003P0011	IITA-TMS-IBA940006	615
	TMS13F1003P0014	IITA-TMS-IBA940006	615
	TMS13F1008P0001	IITA-TMS-IBA940006	24423
	TMS13F1008P0004	IITA-TMS-IBA940006	24423
	TMS13F1008P0007	IITA-TMS-IBA940006	24423
	TMS13F1008P0016	IITA-TMS-IBA940006	24423
	TMS13F1008P0019	IITA-TMS-IBA940006	24423
	TMS13F1008P0022	IITA-TMS-IBA940006	24423
	TMS13F1009P0002	IITA-TMS-MOK980068	24423
	TMS13F1009P0005	IITA-TMS-MOK980068	24423
	TMS13F1009P0011	IITA-TMS-MOK980068	24423
	TMS13F1009P0014	IITA-TMS-MOK980068	24423
	TMS13F1009P0017	IITA-TMS-MOK980068	24423
	TMS13F1009P0020	IITA-TMS-MOK980068	24423
	TMS13F1009P0023	IITA-TMS-MOK980068	24423
	TMS13F1009P0026	IITA-TMS-MOK980068	24423
	TMS13F1009P0029	IITA-TMS-MOK980068	24423
	TMS13F1009P0032	IITA-TMS-MOK980068	24423
	TMS13F1012P0002	IITA-TMS-MOK980068	1724
	TMS13F1012P0005	IITA-TMS-MOK980068	1724
	TMS13F1016P0001	IITA-TMS-IBA970425	4884
	TMS13F1016P0004	IITA-TMS-IBA970425	4884
	TMS13F1017P0002	IITA-TMS-MOK980068	4884
	TMS13F1017P0005	IITA-TMS-MOK980068	4884
